_id,date,center_name,attendance_count
48847932,2015-12-08,Ormsby Community Center,24
48847933,2015-12-08,Phillips Community Center,124
48847934,2015-12-08,Warrington Community Center,27
48847935,2015-12-08,West Penn Community Center,134
48847936,2015-12-08,Magee Community Center,40
48847937,2015-12-07,Ammon Community Center,189
48847938,2015-12-07,Arlington Community Center,27
48847939,2015-12-07,Brookline Community Center,129
48847940,2015-12-07,Ormsby Community Center,33
48847941,2015-12-07,Phillips Community Center,119
48847942,2015-12-07,West Penn Community Center,45
48847943,2015-12-07,Warrington Community Center,23
48847944,2015-12-07,Magee Community Center,49
48847945,2015-12-05,Ammon Community Center,41
48847946,2015-12-05,Brookline Community Center,47
48847947,2015-12-05,Ormsby Community Center,19
48847948,2015-12-05,Phillips Community Center,40
48847949,2015-12-05,West Penn Community Center,103
48847950,2015-12-05,Magee Community Center,11
48847951,2015-12-04,Ammon Community Center,53
48847952,2015-12-04,Arlington Community Center,18
48847953,2015-12-04,Brookline Community Center,200
48847954,2015-12-04,Ormsby Community Center,33
48847955,2015-12-04,Phillips Community Center,76
48847956,2015-12-04,West Penn Community Center,43
48847957,2015-12-04,Warrington Community Center,10
48847958,2015-12-04,Magee Community Center,54
48847959,2015-12-03,Arlington Community Center,32
48847960,2015-12-03,Ammon Community Center,175
48847961,2015-12-03,Brookline Community Center,113
48847962,2015-12-03,Ormsby Community Center,9
48847963,2015-12-03,Phillips Community Center,71
48847964,2015-12-03,Warrington Community Center,13
48847965,2015-12-03,West Penn Community Center,100
48847966,2015-12-03,Magee Community Center,21
48847967,2015-12-02,Ammon Community Center,138
48847968,2015-12-02,Arlington Community Center,28
48847969,2015-12-02,Brookline Community Center,119
48847970,2015-12-02,Phillips Community Center,91
48847971,2015-12-02,West Penn Community Center,106
48847972,2015-12-02,Warrington Community Center,33
48847973,2015-12-02,Magee Community Center,52
48847974,2015-12-01,Arlington Community Center,25
48847975,2015-12-01,Ammon Community Center,116
48847976,2015-12-01,Brookline Community Center,222
48847977,2015-12-01,Jefferson Community Center,23
48847978,2015-12-01,Paulson Community Center,22
48847979,2015-12-01,Phillips Community Center,105
48847980,2015-12-01,Warrington Community Center,54
48847981,2015-12-01,West Penn Community Center,135
48847982,2015-12-01,Magee Community Center,50
48847983,2015-11-30,Ammon Community Center,149
48847984,2015-11-30,Arlington Community Center,45
48847985,2015-11-30,Jefferson Community Center,9
48847986,2015-11-30,Brookline Community Center,133
48847987,2015-11-30,Phillips Community Center,88
48847988,2015-11-30,West Penn Community Center,43
48847989,2015-11-30,Warrington Community Center,50
48847990,2015-11-30,Magee Community Center,15
48847991,2015-11-28,Ammon Community Center,70
48847992,2015-11-25,Ammon Community Center,79
48847993,2015-11-25,Arlington Community Center,16
48847994,2015-11-25,Brookline Community Center,99
48847995,2015-11-25,Jefferson Community Center,9
48847996,2015-11-25,Phillips Community Center,47
48847997,2015-11-25,Warrington Community Center,23
48847998,2015-11-25,West Penn Community Center,40
48847999,2015-11-25,Magee Community Center,49
48848000,2015-11-24,Arlington Community Center,38
48848001,2015-11-24,Ammon Community Center,72
48848002,2015-11-24,Jefferson Community Center,39
48848003,2015-11-24,Brookline Community Center,81
48848004,2015-11-24,Phillips Community Center,76
48848005,2015-11-24,West Penn Community Center,107
48848006,2015-11-24,Warrington Community Center,46
48848007,2015-11-24,Magee Community Center,37
48848008,2015-11-23,Ammon Community Center,55
48848009,2015-11-23,Arlington Community Center,39
48848010,2015-11-23,Brookline Community Center,146
48848011,2015-11-23,Jefferson Community Center,25
48848012,2015-11-23,Phillips Community Center,97
48848013,2015-11-23,Warrington Community Center,46
48848014,2015-11-23,West Penn Community Center,40
48848015,2015-11-23,Magee Community Center,69
48848016,2015-11-21,Ammon Community Center,25
48848017,2015-11-21,Brookline Community Center,90
48848018,2015-11-21,Phillips Community Center,23
48848019,2015-11-21,West Penn Community Center,11
48848020,2015-11-21,Magee Community Center,26
48848021,2015-11-20,Ammon Community Center,45
48848022,2015-11-20,Arlington Community Center,14
48848023,2015-11-20,Brookline Community Center,109
48848024,2015-11-20,Jefferson Community Center,23
48848025,2015-11-20,Paulson Community Center,30
48848026,2015-11-20,Ormsby Community Center,4
48848027,2015-11-20,Phillips Community Center,56
48848028,2015-11-20,West Penn Community Center,31
48848029,2015-11-20,Warrington Community Center,46
48848030,2015-11-20,Magee Community Center,48
48848031,2015-11-19,Arlington Community Center,20
48848032,2015-11-19,Ammon Community Center,44
48848033,2015-11-19,Brookline Community Center,109
48848034,2015-11-19,Ormsby Community Center,1
48848035,2015-11-19,Paulson Community Center,1
48848036,2015-11-19,Phillips Community Center,103
48848037,2015-11-19,Warrington Community Center,42
48848038,2015-11-19,West Penn Community Center,113
48848039,2015-11-19,Magee Community Center,41
48848040,2015-11-18,Ammon Community Center,83
48848041,2015-11-18,Arlington Community Center,40
48848042,2015-11-18,Brookline Community Center,136
48848043,2015-11-18,Paulson Community Center,18
48848044,2015-11-18,Phillips Community Center,82
48848045,2015-11-18,West Penn Community Center,68
48848046,2015-11-18,Warrington Community Center,64
48848047,2015-11-18,Magee Community Center,49
48848048,2015-11-17,Arlington Community Center,28
48848049,2015-11-17,Ammon Community Center,144
48848050,2015-11-17,Brookline Community Center,134
48848051,2015-11-17,Ormsby Community Center,4
48848052,2015-11-17,Phillips Community Center,78
48848053,2015-11-17,Warrington Community Center,58
48848054,2015-11-17,West Penn Community Center,97
48848055,2015-11-17,Magee Community Center,30
48848056,2015-11-16,Ammon Community Center,192
48848057,2015-11-16,Arlington Community Center,21
48848058,2015-11-16,Brookline Community Center,184
48848059,2015-11-16,Ormsby Community Center,50
48848060,2015-11-16,Phillips Community Center,111
48848061,2015-11-16,West Penn Community Center,38
48848062,2015-11-16,Warrington Community Center,47
48848063,2015-11-16,Magee Community Center,49
48848064,2015-11-14,Brookline Community Center,57
48848065,2015-11-14,Phillips Community Center,27
48848066,2015-11-14,West Penn Community Center,30
48848067,2015-11-14,Magee Community Center,44
48848068,2015-11-13,Arlington Community Center,16
48848069,2015-11-13,Ammon Community Center,3
48848070,2015-11-13,Brookline Community Center,57
48848071,2015-11-13,Jefferson Community Center,18
48848072,2015-11-13,Ormsby Community Center,19
48848073,2015-11-13,Phillips Community Center,77
48848074,2015-11-13,West Penn Community Center,54
48848075,2015-11-13,Warrington Community Center,35
48848076,2015-11-13,Magee Community Center,31
48848077,2015-11-12,Ammon Community Center,77
48848078,2015-11-12,Arlington Community Center,18
48848079,2015-11-12,Jefferson Community Center,17
48848080,2015-11-12,Brookline Community Center,121
48848081,2015-11-12,Ormsby Community Center,65
48848082,2015-11-12,Phillips Community Center,88
48848083,2015-11-12,Warrington Community Center,33
48848084,2015-11-12,West Penn Community Center,133
48848085,2015-11-12,Magee Community Center,50
48848086,2015-11-10,Arlington Community Center,14
48848087,2015-11-10,Ammon Community Center,84
48848088,2015-11-10,Brookline Community Center,87
48848089,2015-11-10,Jefferson Community Center,25
48848090,2015-11-10,Ormsby Community Center,38
48848091,2015-11-10,Phillips Community Center,85
48848092,2015-11-10,West Penn Community Center,60
48848093,2015-11-10,Warrington Community Center,29
48848094,2015-11-10,Magee Community Center,18
48848095,2015-11-09,Ammon Community Center,73
48848096,2015-11-09,Arlington Community Center,37
48848097,2015-11-09,Jefferson Community Center,19
48848098,2015-11-09,Ormsby Community Center,55
48848099,2015-11-09,Phillips Community Center,88
48848100,2015-11-09,Warrington Community Center,46
48848101,2015-11-09,West Penn Community Center,32
48848102,2015-11-09,Magee Community Center,38
48848103,2015-11-07,Ammon Community Center,49
48848104,2015-11-07,Brookline Community Center,162
48848105,2015-11-07,Ormsby Community Center,10
48848106,2015-11-07,Phillips Community Center,17
48848107,2015-11-07,West Penn Community Center,23
48848108,2015-11-07,Magee Community Center,61
48848109,2015-11-06,Ammon Community Center,21
48848110,2015-11-06,Arlington Community Center,21
48848111,2015-11-06,Brookline Community Center,67
48848112,2015-11-06,Jefferson Community Center,29
48848113,2015-11-06,Ormsby Community Center,23
48848114,2015-11-06,Phillips Community Center,72
48848115,2015-11-06,West Penn Community Center,60
48848116,2015-11-06,Warrington Community Center,24
48848117,2015-11-06,Magee Community Center,27
48848118,2015-11-05,Arlington Community Center,22
48848119,2015-11-05,Ammon Community Center,93
48848120,2015-11-05,Jefferson Community Center,32
48848121,2015-11-05,Brookline Community Center,111
48848122,2015-11-05,Ormsby Community Center,30
48848123,2015-11-05,Phillips Community Center,92
48848124,2015-11-05,Warrington Community Center,29
48848125,2015-11-05,West Penn Community Center,168
48848126,2015-11-05,Magee Community Center,13
48848127,2015-11-04,Ammon Community Center,40
48848128,2015-11-04,Arlington Community Center,20
48848129,2015-11-04,Brookline Community Center,127
48848130,2015-11-04,Jefferson Community Center,19
48848131,2015-11-04,Ormsby Community Center,55
48848132,2015-11-04,Paulson Community Center,1
48848133,2015-11-04,Phillips Community Center,75
48848134,2015-11-04,West Penn Community Center,60
48848135,2015-11-04,Warrington Community Center,32
48848136,2015-11-04,Magee Community Center,28
48848137,2015-11-03,Ammon Community Center,45
48848138,2015-11-03,Jefferson Community Center,29
48848139,2015-11-03,Brookline Community Center,247
48848140,2015-11-03,Ormsby Community Center,36
48848141,2015-11-03,Phillips Community Center,128
48848142,2015-11-03,West Penn Community Center,62
48848143,2015-11-03,Magee Community Center,20
48848144,2015-11-02,Ammon Community Center,132
48848145,2015-11-02,Arlington Community Center,26
48848146,2015-11-02,Brookline Community Center,94
48848147,2015-11-02,Jefferson Community Center,30
48848148,2015-11-02,Ormsby Community Center,30
48848149,2015-11-02,Phillips Community Center,85
48848150,2015-11-02,West Penn Community Center,55
48848151,2015-11-02,Warrington Community Center,26
48848152,2015-11-02,Magee Community Center,22
48848153,2015-10-31,Brookline Community Center,73
48848154,2015-10-31,Ormsby Community Center,11
48848155,2015-10-31,Phillips Community Center,33
48848156,2015-10-31,Magee Community Center,39
48848157,2015-10-30,Arlington Community Center,13
48848158,2015-10-30,Ammon Community Center,23
48848159,2015-10-30,Brookline Community Center,64
48848160,2015-10-30,Jefferson Community Center,22
48848161,2015-10-30,Ormsby Community Center,18
48848162,2015-10-30,Phillips Community Center,50
48848163,2015-10-30,Warrington Community Center,7
48848164,2015-10-30,West Penn Community Center,29
48848165,2015-10-30,Magee Community Center,18
48848166,2015-10-29,Ammon Community Center,80
48848167,2015-10-29,Arlington Community Center,9
48848168,2015-10-29,Jefferson Community Center,29
48848169,2015-10-29,Brookline Community Center,92
48848170,2015-10-29,Ormsby Community Center,28
48848171,2015-10-29,Phillips Community Center,67
48848172,2015-10-29,West Penn Community Center,87
48848173,2015-10-29,Warrington Community Center,13
48848174,2015-10-29,Magee Community Center,17
48848175,2015-10-28,Arlington Community Center,29
48848176,2015-10-28,Ammon Community Center,58
48848177,2015-10-28,Brookline Community Center,130
48848178,2015-10-28,Jefferson Community Center,16
48848179,2015-10-28,Ormsby Community Center,33
48848180,2015-10-28,Phillips Community Center,57
48848181,2015-10-28,Warrington Community Center,23
48848182,2015-10-28,West Penn Community Center,66
48848183,2015-10-28,Magee Community Center,40
48848184,2015-10-27,Ammon Community Center,91
48848185,2015-10-27,Arlington Community Center,24
48848186,2015-10-27,Jefferson Community Center,10
48848187,2015-10-27,Brookline Community Center,113
48848188,2015-10-27,Ormsby Community Center,67
48848189,2015-10-27,Phillips Community Center,99
48848190,2015-10-27,West Penn Community Center,39
48848191,2015-10-27,Warrington Community Center,56
48848192,2015-10-27,Magee Community Center,21
48848193,2015-10-26,Arlington Community Center,23
48848194,2015-10-26,Ammon Community Center,191
48848195,2015-10-26,Brookline Community Center,129
48848196,2015-10-26,Jefferson Community Center,18
48848197,2015-10-26,Ormsby Community Center,59
48848198,2015-10-26,Phillips Community Center,73
48848199,2015-10-26,Warrington Community Center,55
48848200,2015-10-26,West Penn Community Center,44
48848201,2015-10-26,Magee Community Center,18
48848202,2015-10-24,Brookline Community Center,63
48848203,2015-10-24,Ormsby Community Center,8
48848204,2015-10-24,Phillips Community Center,14
48848205,2015-10-24,West Penn Community Center,22
48848206,2015-10-24,Magee Community Center,59
48848207,2015-10-23,Ammon Community Center,103
48848208,2015-10-23,Arlington Community Center,18
48848209,2015-10-23,Brookline Community Center,99
48848210,2015-10-23,Jefferson Community Center,25
48848211,2015-10-23,Ormsby Community Center,21
48848212,2015-10-23,Phillips Community Center,61
48848213,2015-10-23,West Penn Community Center,19
48848214,2015-10-23,Warrington Community Center,32
48848215,2015-10-23,Magee Community Center,22
48848216,2015-10-22,Arlington Community Center,7
48848217,2015-10-22,Ammon Community Center,157
48848218,2015-10-22,Jefferson Community Center,18
48848219,2015-10-22,Brookline Community Center,137
48848220,2015-10-22,Ormsby Community Center,34
48848221,2015-10-22,Phillips Community Center,61
